,id,image_url,Brand,Manufacturer,Model,Model Year,Product Dimensions,Item model number,Ram Memory Installed Size,Operating System,Hardware Interface,Graphics Coprocessor,Resolution,Mounting Hardware,Number Of Items,Display Technology,Standing screen display size,Display Type,Supported Image Type,Screen Resolution,Audio Output Mode,Supported Audio Format,Speaker Surround Sound Channel Configuration,Power Source,Batteries Required,Refresh Rate,Connector Type,Mounting Type,Supports Bluetooth Technology,Country of Origin,Item Weight,product,rating,price,product_url,Batteries,Memory Storage Capacity,Viewing Angle,Image Aspect Ratio,Image Contrast Ratio,Audio Wattage,Batteries Included,Battery Cell Composition,Total Usb Ports,Remote Control Included?,Model Name,Tuner Technology,Special Features,Remote Control Description,Remote Control Type,Image Brightness,Voltage,Wattage,Maximum Operating Distance,Real Angle Of View,Media Format,Response Time,Includes Rechargable Battery,Compatible Devices,GSM frequencies,Processor Count,Aspect Ratio,Battery Power Rating,Digital Storage Capacity,Max Resolution,Package Dimensions,Battery Description,Battery Capacity,Audio Encoding,Audio Input,Imported By,Speakers Maximum Output Power,Speaker Connectivity,Contains Liquid Contents,Item part number,Maximum Memory Supported
284,46,https://images-eu.ssl-images-amazon.com/images/I/41Ba6rrYDTL._SY300_SX300_QL70_ML2_.jpg,TLTA - The Levites Team Associate,TLTA - THE LEVITES TEAM ASSOCIATE,TST32B18M,2022.0,72 x 9 x 42.5 cm; 3.8 Kilograms,TST32B18M,1 GB,Android,,Mali450 Quad core,1366768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual & Warranty, 1 Remote Control, 2 AAA Batteries, 1 Power Cord",1.0,LED,32 Inches,LED,,,Surround,"MP3, WMA, ClearAudio+",2.0,Corded Electric,,60 Hz,Wi-Fi,Wall Mount,,India,3 kg 800 g,TLTA 80 cm (32 Inches) HD Ready Smart LED TV (Black) (JUL 2022 Model) | with Frameless Design | AI Cloud TV | (1GB/8GB) | (2USB - 2HDMI)  ,5.0 out of 5 stars,"13,800",https://amazon.in/TLTA-Inches-Ready-Frameless-Design/dp/B0B8D5HY4V/ref=sr_1_260?keywords=tv&qid=1660812323&sr=8-260,,8 GB,,16:9,,,,,2.0,Yes,,,Flat,IR,,,240 Volts,,,,,,,,,,,,,1080 Pixels,,,,,,,,,,,
285,47,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",KJW32SKHD,2021.0,72.2 x 8 x 42.5 cm; 4.4 Kilograms,KJW32SKHD,1 GB,Android,"USB, HDMI",Mali-G31MP2,1366x768 Pixels,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1.0,LED,32 Inches,A+,"GIF, JPEG",,,"Mp3_audio, Wma",Sorround,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,No,India,4 kg 400 g,Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_261_sspa%3Fkeywords%3Dtv%26qid%3D1660812323%26sr%3D8-261-spons%26psc%3D1&qualifier=1660812323&id=743027007546556&widgetName=sp_btf,2 AAA batteries required. (included),8 GB,178 Degrees,16:09,3000:1,20 Watts,Yes,Manganese,2.0,Yes,KJW32SKHD,NTSC,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix",Navigation Keys for Easy Access,IR,High brightness,110 Volts,60 Watts,9 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,Android,60 Hz,,,,,,,,,,,,,,,,
286,48,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AB32E10SS,2020.0,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,AB32E10SS,1 GB,FireOS,"USB, HDMI",Mali450 Quad core,1366x768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",1.0,LED,32 Inches,LED,JPEG,1366 x 768 pixels,Surround,"Dolby Audio and DTS TruSurround, WMA, MP3_audio",Surround Sound,AC,Yes,60 Hz,Wi-Fi,Wall Mount,Yes,India,3 kg 650 g,AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,4.0 out of 5 stars,"13,499",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_257_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-257-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,49,https://images-eu.ssl-images-amazon.com/images/I/41gz9JZLQpL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,55Y72,2022.0,122.5 x 23.3 x 77.6 cm; 10.2 Kilograms,55Y72,2 GB,Android,,Mali-450 GPU,3840x2160 Pixels,"1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",1.0,LED,55 Inches,IPS,"GIF, JPEG",,Surround,"Mp3_audio, Wma",DTS Surround | Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Top,Yes,India,10 kg 200 g,Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,3.6 out of 5 stars,"39,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A05501107E9CDXMXKF91&url=%2FCoocaa-Frameless-Certified-Android-55Y72%2Fdp%2FB0B45V22TX%2Fref%3Dsr_1_258_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-258-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_atf_next,2 AAA batteries required. (included),16 GB,178 Degrees,16:09,4000:1,30 Watts,Yes,Lithium Ion,2.0,Yes,55Y72,PAL,"Personalised for you | Google Duo Supported | Web Touch Remote | Remote with Voice Assistant | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube",One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,"IR, Bluetooth",High Brightness,200 Volts,150 Watts,15 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,"Android, Iphone",,,,,,,,,,,,,,,,,
288,50,https://images-eu.ssl-images-amazon.com/images/I/41jNf1-YC5L._SY300_SX300_QL70_ML2_.jpg,Generic,generic,,,30 x 6 x 20 cm; 8 Kilograms,,,,,,1280720,,,LED,32 Inches,LED,,,,,,,No,,Wi-Fi,,,India,8 kg,LG Smart 32 Inch HD Ready LCD/LED TV 32LU640H-TB (Black)  ,5.0 out of 5 stars,"29,999",https://amazon.in/Smart-32inch-LCD-LED-32LU640H-TB/dp/B08Y59JPKN/ref=sr_1_261?keywords=tv&qid=1660812326&sr=8-261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886098066490,
289,51,https://images-eu.ssl-images-amazon.com/images/I/51xotF3ZrPL._SY300_SX300_QL70_ML2_.jpg,LG,LG,OLED65C1PTZ,2021.0,4.7 x 144.9 x 83 cm; 24 Kilograms,OLED65C1PTZ,5.5 GB,WebOS,"USB, HDMI",LG Graphics processor,3840 x 2160 Pixels,"1 OLED 4K TV, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 Batteries",1.0,OLED,164 Centimetres,4K OLED,,3840 x 2160 pixels,Surround,"AC4, AC3(Dolby Digital), EAC3, HE-AAC, AAC, MP2, MP3, PCM, DTS, DTS-HD, DTS Express, WMA, apt-X",2.2,Corded Electric,No,120 Hz,"Bluetooth, Wi-Fi, USB, HDMI",Table Mount,Yes,India,24 kg,LG 164 cm (65 inches) 4K Ultra HD Smart OLED TV 65C1PTZ (Dark Steel Silver) (OLED65C1PTZ)  ,5.0 out of 5 stars,"2,09,990",https://amazon.in/LG-165-1-Inches-Ultra-OLED65C1PTZ/dp/B09FLYL21L/ref=sr_1_264?keywords=tv&qid=1660812326&sr=8-264,2 AAA batteries required. (included),,178 Degrees,16:9,135000:1,40 Watts,Yes,Alkaline,3.0,Yes,OLED65C1PTZ,DVB-T2,,Universal,,,,130 Watts,,,,1 Milliseconds,No,"IPhone, Android",,,,,,,,,,,,,,,,,
290,52,https://images-eu.ssl-images-amazon.com/images/I/51prU5hcQbL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,KD-65X74K,2022.0,146.3 x 8.7 x 85.2 cm; 22.1 Kilograms,KD-65X74K,,Android,"Ethernet, Composite Video, Bluetooth 5",X1 4K Processor,3840 x 2160 Pixels,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",1.0,LED,65 Inches,4K HDR,"TIFF, JPEG",3840 x 2160 pixels,Two channel linear,"Mp3_audio, Wma",Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,Yes,India,22 kg 100 g,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black)  ,4.8 out of 5 stars,"86,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A03768442EQ5K80ORFOW4&url=%2FSony-Bravia-inches-Google-KD-65X74K%2Fdp%2FB09WN3SRC7%2Fref%3Dsr_1_267_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-267-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_mtf,2 AAA batteries required. (included),,178 Degrees,16:09,,20 Watts,Yes,Alkaline,2.0,Yes,KD-65X74K,DVB-T,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,"IR, Bluetooth",High Brightness,240 Volts,180 Watts,5 Feet,178 Degrees,"AVI, MPEG",,No,"Android Phone, Home theatre, IPhone",60 Hz,,,,,,,,,,,,,,,,
291,53,https://images-eu.ssl-images-amazon.com/images/I/41dvZHrAhTL._SX300_SY300_QL70_ML2_.jpg,NVY,Reach NVY PVT Ltd,32 SMART TV,2022.0,,32 SMART TV,1 GB,Android,"Ethernet, HDMI, USB 2.0",,1366768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1.0,LED,32 Inches,LED,,,Surround,"Mp3_audio, Wma",2,AC,No,60 Hz,"Wi-Fi, HDMI",Wall Mount,,India,5 kg,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,4.4 out of 5 stars,"10,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A06313891JMLU6VY8N7AD&url=%2FNVY-32-TV-NVA32SFR1-Android%2Fdp%2FB09WDZNLN9%2Fref%3Dsr_1_268_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-268-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_mtf,,8 GB,178 Degrees,16:9,,20 Watts,,,2.0,Yes,NVA32SFR1,,,,IR,,240 Volts,48 Watts,7 Feet,,,8 Milliseconds,,,,,,,,,80 x 52 x 13 cm; 5 Kilograms,,,,,,,,,,
292,54,https://images-eu.ssl-images-amazon.com/images/I/51ZnZVloJXL._SY300_SX300_QL70_ML2_.jpg,PHILIPS,TPV Technology India Private Limited,43PFT6915/94,2021.0,99.5 x 61.8 x 23.2 cm; 6.5 Kilograms,43PFT6915/94,1 GB,Android,"USB, Ethernet, HDMI, Headphone",Mali 470 MP3,1920x1080 Pixels,"1 LED TV, 2 Table Stand Base, 1 Legal and safety Brochure, 1 Quick Start Guide, 1 User Manual, 1 Remote Control, 2 AAA Batteries",1.0,LED,43 Inches,LED,"GIF, JPEG",1920 x 1080 pixels,,"Mp3_audio, Wma",Dolby Digital Plus,AC,No,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,6 kg 500 g,Philips 108 Cm (43 inches) Full HD LED Android Smart LED TV 43PFT6915/94 (Black)  ,4.3 out of 5 stars,"27,989",https://amazon.in/Philips-Inches-Android-43PFT6915-94/dp/B09CQ5MG13/ref=sr_1_270?keywords=tv&qid=1660812326&sr=8-270,,8 GB,178 Degrees,16:09,200000:1,16 Watts,,,2.0,Yes,(43 PFT 6915),DVB-T2,"Google Assistant | Pixel Plus HD | Dolby Digital Plus | HDR 10 | Supported Applications : Netflix, Amazon Prime Video, YouTube, Google Play Store, Google Play Music, Google Play Movies, Disney+Hotstar","One Click Netflix, YouTube and Prime Video button",,,230 Volts,16 Watts,,,,20 Milliseconds,No,,,,,,,,,,,,,,,,,,
293,55,https://images-eu.ssl-images-amazon.com/images/I/41pyvx9P93L._SY300_SX300_QL70_ML2_.jpg,Imee,iMee,Elite-32SFL-steel gray,2022.0,,Elite-32SFL-steel gray,,Android,"USB, HDMI",,1366768 Pixels,"User Manual, Warranty Card, Remote",1.0,LED,32 Inches,LED,,,Surround,,,,,60 Hz,Wi-Fi,,,India,,iMee 80cm (32 inch) Elite Series Smart Frameless HD LED TV (Black Colour)  ,1.0 out of 5 stars,"10,499",https://amazon.in/Elite-Smart-Frameless-Black-Colour/dp/B09SG84NB5/ref=sr_1_271?keywords=tv&qid=1660812326&sr=8-271,,,,16:9,,,,,,,Steel Grey,,,,,,,50 Watts,,,,,,,,,,,,,,,,,,,,,,,
294,56,https://images-eu.ssl-images-amazon.com/images/I/51pKoc94AtL._SY300_SX300_QL70_ML2_.jpg,IFFALCON,Iffalcon,65H72,2021.0,144.6 x 30.2 x 88.8 cm; 19.4 Kilograms,65H72,2 GB,Android,"VGA, USB, HDMI, Headphone",G31x2 800MHz,3840x2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1.0,QLED,65 Inches,HDR 10,"GIF, JPEG",3840 x 2160 pixels,Stereo,"Mp3_audio, Wma",Dolby Atmos,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,19 kg 400 g,iFFALCON 164 cm (65 inches) 4K Ultra HD Certified Android Smart QLED TV 65H72 (Black)  ,4.2 out of 5 stars,"71,999",https://amazon.in/iFFALCON-inches-Certified-Android-65H72/dp/B098TL86G3/ref=sr_1_272?keywords=tv&qid=1660812326&sr=8-272,2 AAA batteries required. (included),16 GB,178 Degrees,16:09,5000:1,24 Watts,Yes,Alkaline,,Yes,,NTSC,"Hands-Free Voice Control | 4K Android TV + HDR | AI-IN | T-cast | Bluetooth | Android 9.0 | Apps: Netflix, Youtube, Prime Video & 5000+ Apps | Maximum Content: 10,60,000 Hours | Pure Entertainment","Remote Comes with One Click Netflix Button, Amazon Prime Video, Zee5, TCL channel | Google Assistant for Easy access",,,240 Volts,210 Watts,,,,8 Milliseconds,Yes,,,,,,,,,,,,,,,,,,
295,57,https://m.media-amazon.com/images/I/41vfYb+0wQL._SY300_SX300_.jpg,EYE PLUS,Coimbatore,,,,,1 GB,Android,,,1080p,,,LED,32 Inches,LED,,,,,,,,,,,Yes,India,,"32"" Smart Android Full HD LED TV  ",5.0 out of 5 stars,"15,000",https://amazon.in/32-Smart-Android-Full-LED/dp/B0B8X5BGHY/ref=sr_1_276?keywords=tv&qid=1660812326&sr=8-276,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB-122,
296,58,https://images-eu.ssl-images-amazon.com/images/I/41611VFTGwL._SY300_SX300_QL70_ML2_.jpg,Redmi,Redmi,L32M6-RA/L32M7-RA,2021.0,73 x 8.7 x 47.6 cm; 3.92 Kilograms,L32M6-RA/L32M7-RA,1 GB,Android,"AV Port, Ethernet, HDMI, Headphone, USB 2.0",Mali G31 MP2,1366 x 768 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",1.0,LED,32 Inches,A+,JPEG,1366 x 768 pixels,Stereo,"Dolby, DTS-HD, Mp3_audio",Dolby Audio | DTS Virtual: X | DTS-HD,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,3 kg 920 g,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg17_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_277_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-277-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_btf,2 AAA batteries required.,8 GB,178 Degrees,16:09,,20 Watts,No,,2.0,Yes,Redmi Smart TV 32,NTSC,PatchWall 4 with IMDb Integration | Kids Mode with Parental Lock | 90+ Free Live Channels | Netflix | Prime Video | Disney+ Hotstar and more | Android TV 11 | Google Assistant | Chromecast Built-in | Miracast,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix and Prime Video buttons,Bluetooth,Ultra Bright Screen,240 Volts,50 Watts,8 Feet,178 Degrees,"AVI, MPEG",,,,,,,,,,,,,,,,,,,,
297,59,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",KJW32SKHD,2021.0,72.2 x 8 x 42.5 cm; 4.4 Kilograms,KJW32SKHD,1 GB,Android,"USB, HDMI",Mali-G31MP2,1366x768 Pixels,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1.0,LED,32 Inches,A+,"GIF, JPEG",,,"Mp3_audio, Wma",Sorround,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,No,India,4 kg 400 g,Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg17_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_278_sspa%3Fkeywords%3Dtv%26qid%3D1660812326%26sr%3D8-278-spons%26psc%3D1&qualifier=1660812326&id=6333641770294184&widgetName=sp_btf,2 AAA batteries required. (included),8 GB,178 Degrees,16:09,3000:1,20 Watts,Yes,Manganese,2.0,Yes,KJW32SKHD,NTSC,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix",Navigation Keys for Easy Access,IR,High brightness,110 Volts,60 Watts,9 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,Android,60 Hz,,,,,,,,,,,,,,,,
298,60,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AB32E10SS,2020.0,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,AB32E10SS,1 GB,FireOS,"USB, HDMI",Mali450 Quad core,1366x768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",1.0,LED,32 Inches,LED,JPEG,1366 x 768 pixels,Surround,"Dolby Audio and DTS TruSurround, WMA, MP3_audio",Surround Sound,AC,Yes,60 Hz,Wi-Fi,Wall Mount,Yes,India,3 kg 650 g,AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,4.0 out of 5 stars,"13,499",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg18_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_273_sspa%3Fkeywords%3Dtv%26qid%3D1660812328%26sr%3D8-273-spons%26psc%3D1&qualifier=1660812328&id=49785280768073&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,61,https://images-eu.ssl-images-amazon.com/images/I/41gz9JZLQpL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,55Y72,2022.0,122.5 x 23.3 x 77.6 cm; 10.2 Kilograms,55Y72,2 GB,Android,,Mali-450 GPU,3840x2160 Pixels,"1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",1.0,LED,55 Inches,IPS,"GIF, JPEG",,Surround,"Mp3_audio, Wma",DTS Surround | Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Top,Yes,India,10 kg 200 g,Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,3.6 out of 5 stars,"39,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg18_1?ie=UTF8&adId=A05501107E9CDXMXKF91&url=%2FCoocaa-Frameless-Certified-Android-55Y72%2Fdp%2FB0B45V22TX%2Fref%3Dsr_1_274_sspa%3Fkeywords%3Dtv%26qid%3D1660812328%26sr%3D8-274-spons%26psc%3D1&qualifier=1660812328&id=49785280768073&widgetName=sp_atf_next,2 AAA batteries required. (included),16 GB,178 Degrees,16:09,4000:1,30 Watts,Yes,Lithium Ion,2.0,Yes,55Y72,PAL,"Personalised for you | Google Duo Supported | Web Touch Remote | Remote with Voice Assistant | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube",One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,"IR, Bluetooth",High Brightness,200 Volts,150 Watts,15 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,"Android, Iphone",,,,,,,,,,,,,,,,,
300,62,https://images-eu.ssl-images-amazon.com/images/I/51kz0kikjQL._SY300_SX300_QL70_ML2_.jpg,Samsung,Samsung India Pvt Ltd,QA55QN90BAKLXL,2022.0,23.6 x 122.7 x 76.8 cm; 21.9 Kilograms,QA55QN90BAKLXL,2.5 GB,Tizen,"USB, HDMI",Neo Quantum Processor 4K,3840x2160 Pixels,"1 LED TV, 1 Power Cord, 1 Remote control, 2 Stand-Top (Table Top will be Provided at the time on installation)",1.0,QLED,55 Inches,HDR 10+,"GIF, JPEG",3840 x 2160 pixels,Surround,"Mp3_audio, Wma",Dolby Digital Plus,AC,No,100 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,21 kg 900 g,Samsung 138 cm (55 inches) 4K Ultra HD Smart NEO QLED TV QA55QN90BAKLXL (Titan Black)  ,4.1 out of 5 stars,"1,74,990",https://amazon.in/Samsung-inches-Ultra-Smart-QA55QN90BAKLXL/dp/B09Y65KCMN/ref=sr_1_275?keywords=tv&qid=1660812328&sr=8-275,,8 GB,178 Degrees,16:09,,60 Watts,No,,2.0,Yes,QA55QN90BAKLXL,DVB-T,"Neo Quantum Processor 4K , One Billion Color , PQI , Quantum HDR 24x , Certified(HDR10+ Adaptive & HDR10+ GAMING) , Expert Calibration , AI Upscale ,100% Colour Volume with Quantum Dot , Motion Xcelerator Turbo Pro, AI Upscale , Auto Game Mode (ALLM) , Game Motion Plus , Auto Game Mode (ALLM)","Voice Assistant Key | Hotkey for Prime Video, Netflix and Zee5",Bluetooth,High Brightness,225 Volts,60 Watts,18 Feet,178 Degrees,"AVI, MPEG",,,,,,,,,,,,,,,,,,,,
301,63,https://images-eu.ssl-images-amazon.com/images/I/51cdq2Urg2L._SY300_SX300_QL70_ML2_.jpg,TCL,TTE technology india private limited(TCL India),43P725,2021.0,96.5 x 22.9 x 62.1 cm; 6.75 Kilograms,43P725,2 GB,Android,"USB, HDMI",G31x2 800MHz,3840x2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries, 1 Wall Mount",1.0,LED,43 Inches,A+,"GIF, PNG, JPEG",3840 x 2160 pixels,,"Mp3_audio, Wma",Dolby Atmos,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,6 kg 750 g,TCL 108 cm (43 inches) 4K Ultra HD Smart Certified Android LED TV 43P725 (Black)  ,3.8 out of 5 stars,"34,990",https://amazon.in/TCL-Certified-Android-43P725-2021Model/dp/B09HMWKGV2/ref=sr_1_276?keywords=tv&qid=1660812328&sr=8-276,2 AAA batteries required. (included),,,16:09,5000:1,24 Watts,Yes,Lithium-Nickel Manganese Cobalt (NMC),1.0,Yes,43P725,DVB-T2,,"Remote Comes with One Click Netflix Button, Amazon Prime Video, Zee5, TCL channel | Google Assistant for Easy access",,,240 Volts,85 Watts,,,,8 Milliseconds,No,,,,,,,,,,,,,,,,,,
